asset,signal_number,signal_timestamp,entry_timestamp,exit_timestamp,current_close,entry_open,exit_close,mean_final_pred_close,forecast_return,upside_probability,position,gross_return,net_return
sol_5m,287,2026-02-20 01:55:00,2026-02-20 02:00:00,2026-02-20 03:55:00,82.95,82.95,82.97,82.93766632080079,-0.00014868811572301687,0.6,1,0.00024110910186858625,-0.0011588908981314137
sol_5m,288,2026-02-20 03:55:00,2026-02-20 04:00:00,2026-02-20 05:55:00,82.97,82.99,83.22,82.90543670654297,-0.0007781522653613094,0.4,-1,-0.0027714182431619605,-0.004171418243161961
sol_5m,289,2026-02-20 05:55:00,2026-02-20 06:00:00,2026-02-20 07:55:00,83.22,83.25,83.39,83.0702392578125,-0.001799576330058894,0.4,-1,-0.0016816816816815905,-0.0030816816816815907
sol_5m,290,2026-02-20 07:55:00,2026-02-20 08:00:00,2026-02-20 09:55:00,83.39,83.39,84.15,83.19313201904296,-0.002360810420398529,0.4,-1,-0.009113802614222344,-0.010513802614222344
sol_5m,291,2026-02-20 09:55:00,2026-02-20 10:00:00,2026-02-20 11:55:00,84.15,84.16,83.5,84.12645874023437,-0.0002797535325684164,0.4,-1,0.007842205323193907,0.006442205323193907
sol_5m,292,2026-02-20 11:55:00,2026-02-20 12:00:00,2026-02-20 13:55:00,83.5,83.52,82.16,83.71880950927735,0.002620473164998094,0.6,1,-0.016283524904214586,-0.017683524904214584
sol_5m,293,2026-02-20 13:55:00,2026-02-20 14:00:00,2026-02-20 15:55:00,82.16,82.16,84.33,81.83577270507813,-0.003946291320860218,0.2,-1,-0.026411879259980564,-0.027811879259980563
sol_5m,294,2026-02-20 15:55:00,2026-02-20 16:00:00,2026-02-20 17:55:00,84.33,84.32,84.45,84.31790008544922,-0.00014348291889934028,0.6,1,0.0015417457305504367,0.00014174573055043675
sol_5m,295,2026-02-20 17:55:00,2026-02-20 18:00:00,2026-02-20 19:55:00,84.45,84.44,84.71,84.21705169677735,-0.0027584168528437926,0.0,-1,-0.003197536712458593,-0.004597536712458593
sol_5m,296,2026-02-20 19:55:00,2026-02-20 20:00:00,2026-02-20 21:55:00,84.71,84.7,84.52,84.34179077148437,-0.004346703205236913,0.0,-1,0.0021251475796930652,0.0007251475796930652
sol_5m,297,2026-02-20 21:55:00,2026-02-20 22:00:00,2026-02-20 23:55:00,84.52,84.48,84.63,84.44106903076172,-0.0009338732754173851,0.2,-1,-0.0017755681818181213,-0.0031755681818181215
sol_5m,298,2026-02-20 23:55:00,2026-02-21 00:00:00,2026-02-21 01:55:00,84.63,84.6,84.63,84.55955657958984,-0.0008323693774093144,0.4,-1,-0.00035460992907809796,-0.001754609929078098
sol_5m,299,2026-02-21 01:55:00,2026-02-21 02:00:00,2026-02-21 03:55:00,84.63,84.65,84.29,84.57059020996094,-0.0007019944468753092,0.4,-1,0.0042528056704075334,0.0028528056704075332
sol_5m,300,2026-02-21 03:55:00,2026-02-21 04:00:00,2026-02-21 05:55:00,84.29,84.29,84.43,84.36844024658203,0.0009305996747184908,0.8,1,0.0016609324949579118,0.00026093249495791186
sol_5m,301,2026-02-21 05:55:00,2026-02-21 06:00:00,2026-02-21 07:55:00,84.43,84.44,84.17,84.62407073974609,0.0022985993100330003,0.8,1,-0.003197536712458482,-0.004597536712458482
sol_5m,302,2026-02-21 07:55:00,2026-02-21 08:00:00,2026-02-21 09:55:00,84.17,84.18,84.86,84.32585144042969,0.0018516269505725047,0.6,1,0.00807792824899023,0.006677928248990229
sol_5m,303,2026-02-21 09:55:00,2026-02-21 10:00:00,2026-02-21 11:55:00,84.86,84.89,85.34,84.91181945800781,0.000610646453073449,0.8,1,0.005300977735893442,0.0039009777358934416
sol_5m,304,2026-02-21 11:55:00,2026-02-21 12:00:00,2026-02-21 13:55:00,85.34,85.35,85.81,85.16241149902343,-0.0020809526713917227,0.4,-1,-0.0053895723491506065,-0.006789572349150607
sol_5m,305,2026-02-21 13:55:00,2026-02-21 14:00:00,2026-02-21 15:55:00,85.81,85.81,86.52,85.62090911865235,-0.0022035995961736444,0.4,-1,-0.008274093928446469,-0.009674093928446469
sol_5m,306,2026-02-21 15:55:00,2026-02-21 16:00:00,2026-02-21 17:55:00,86.52,86.54,86.19,86.38985290527344,-0.0015042428886564707,0.4,-1,0.004044372544488195,0.002644372544488195
